"transcript_year","state_name","place_name","n"
"2018","Ohio","Brook Park city",22
"2018","Ohio","Brooklyn city",16
"2018","Ohio","Bryan city",26
"2018","Ohio","Buckeye Lake village",2
"2018","Ohio","Chilo village",25
"2018","Ohio","Columbus city",51
"2018","Ohio","Dublin city",23
"2018","Ohio","Forest Park city",79
"2018","Ohio","Green city",1
"2018","Ohio","Hicksville village",33
"2018","Ohio","Kent city",10
"2018","Ohio","Lordstown village",10
"2018","Ohio","Macedonia city",17
"2018","Ohio","Medina city",2
"2018","Ohio","Mentor city",16
"2018","Ohio","Mingo Junction village",4
"2018","Ohio","New Paris village",7
"2018","Ohio","North Canton city",20
"2018","Ohio","Orange village",2
"2018","Ohio","Port Clinton city",18
"2018","Ohio","Seven Hills city",1
"2018","Ohio","St. Marys city",6
"2018","Ohio","Sunbury village",1
"2018","Ohio","Twinsburg city",22
"2018","Ohio","University Heights city",21
"2018","Ohio","Vandalia city",17
"2018","Ohio","Waynesfield village",8
"2018","Ohio","West Milton village",1
"2018","Ohio","Whitehall city",8
"2018","Ohio","Wickliffe city",18
"2018","Ohio","Wintersville village",6
"2018","Ohio","Xenia city",1
"2018","Oklahoma","Bartlesville city",20
"2018","Oklahoma","Bethany city",25
"2018","Oklahoma","El Reno city",6
"2018","Oklahoma","Enid city",3
"2018","Oklahoma","Freedom town",61
"2018","Oklahoma","Geronimo town",1
"2018","Oklahoma","Grant County",63
"2018","Oklahoma","Guthrie city",7
"2018","Oklahoma","Henryetta city",5
"2018","Oklahoma","Logan County",34
"2018","Oklahoma","Moore city",16
"2018","Oklahoma","Norman city",33
"2018","Oklahoma","Oklahoma City city",64
"2018","Oklahoma","Seminole city",1
"2018","Oklahoma","Woods County",11
"2018","Oregon","Albany city",24
"2018","Oregon","Curry County",1
"2018","Oregon","Depoe Bay city",39
"2018","Oregon","Dunes City city",12
"2018","Oregon","Eugene city",87
"2018","Oregon","Gladstone city",23
"2018","Oregon","Hillsboro city",9
"2018","Oregon","Lake County",3
"2018","Oregon","Lakeview town",13
"2018","Oregon","Lincoln City city",49
"2018","Oregon","Marion County",48
"2018","Oregon","McMinnville city",12
"2018","Oregon","Molalla city",8
"2018","Oregon","Oakridge city",3
"2018","Oregon","Phoenix city",3
"2018","Oregon","Portland city",6
"2018","Oregon","Salem city",60
"2018","Oregon","Stayton city",9
"2018","Oregon","Umatilla city",22
"2018","Oregon","Yamhill County",9
"2018","Oregon","Yamhill city",11
"2018","Pennsylvania","Belle Vernon borough",3
"2018","Pennsylvania","Bristol borough",17
"2018","Pennsylvania","Darby borough",5
"2018","Pennsylvania","Elizabeth township",2
"2018","Pennsylvania","Erie County",22
"2018","Pennsylvania","Jenkintown borough",1
"2018","Pennsylvania","Lower Pottsgrove township",18
"2018","Pennsylvania","Luzerne County",8
"2018","Pennsylvania","Norristown borough",13
"2018","Pennsylvania","North Abington township",7
"2018","Pennsylvania","Penn borough",3
"2018","Pennsylvania","Pottstown borough",9
"2018","Pennsylvania","Susquehanna County",1
"2018","Pennsylvania","Titusville city",1
"2018","Pennsylvania","Verona borough",17
"2018","Rhode Island","Central Falls city",14
"2018","Rhode Island","North Smithfield town",10
"2018","South Carolina","Aiken city",37
"2018","South Carolina","Anderson County",1
"2018","South Carolina","Anderson city",22
"2018","South Carolina","Chester County",55
"2018","South Carolina","Dillon County",17
"2018","South Carolina","Kershaw town",8
"2018","South Carolina","Mount Pleasant town",9
"2018","South Carolina","North Augusta city",7
"2018","South Carolina","Orangeburg city",3
"2018","South Dakota","Alcester city",13
"2018","South Dakota","Beresford city",10
"2018","South Dakota","Brandon city",50
"2018","South Dakota","Dell Rapids city",4
"2018","South Dakota","Hartford city",25
"2018","South Dakota","Hot Springs city",17
"2018","South Dakota","Lennox city",8
"2018","South Dakota","Mitchell city",24
"2018","South Dakota","Pennington County",31
"2018","South Dakota","Sioux Falls city",545
"2018","Tennessee","Algood city",13
"2018","Tennessee","Blount County",45
"2018","Tennessee","Bristol city",5
"2018","Tennessee","Clarksville city",5
"2018","Tennessee","Cookeville city",67
"2018","Tennessee","Johnson City city",23
"2018","Tennessee","Livingston town",20
"2018","Tennessee","Nashville-Davidson metropolitan government (balance)",132
"2018","Tennessee","South Fulton city",31
"2018","Tennessee","Westmoreland town",10
"2018","Tennessee","Wilson County",2
"2018","Texas","Ballinger city",24
"2018","Texas","Brownsville city",15
"2018","Texas","Carrollton city",1
"2018","Texas","Castle Hills city",13
"2018","Texas","Dallas city",2
"2018","Texas","Denison city",14
"2018","Texas","Dickinson city",3
"2018","Texas","Farmers Branch city",21
"2018","Texas","Granbury city",1
"2018","Texas","Groves city",1
"2018","Texas","Highland Village city",44
"2018","Texas","Laredo city",13
"2018","Texas","Miami city",102
"2018","Texas","Midlothian city",10
"2018","Texas","Mission city",23
"2018","Texas","Missouri City city",8
"2018","Texas","Muleshoe city",28
"2018","Texas","Pharr city",16
"2018","Texas","Potter County",36
"2018","Texas","Princeton city",24
"2018","Texas","Rose City city",7
"2018","Texas","Schertz city",61
"2018","Texas","Shenandoah city",27
"2018","Texas","Somervell County",12
"2018","Texas","Stephenville city",1
"2018","Texas","Victoria city",1
"2018","Utah","Centerville city",32
"2018","Utah","Daniel town",19
"2018","Utah","Elk Ridge city",1
"2018","Utah","Herriman city",54
"2018","Utah","Highland city",2
"2018","Utah","Orem city",17
"2018","Utah","Payson city",1
"2018","Utah","Riverdale city",10
"2018","Utah","Roy city",20
"2018","Utah","Utah County",16
"2018","Utah","West Jordan city",22
"2018","Utah","West Valley City city",41
"2018","Vermont","Burlington city",51
"2018","Vermont","Essex Junction village",10
"2018","Vermont","Essex town",7
"2018","Vermont","Williston town",4
"2018","Vermont","Winooski city",17
"2018","Virginia","Abingdon town",25
"2018","Virginia","Bristol city",1
"2018","Virginia","Danville city",7
"2018","Virginia","Hampton city",10
"2018","Virginia","Montgomery County",32
"2018","Virginia","Orange County",22
"2018","Virginia","Petersburg city",3
"2018","Virginia","Pittsylvania County",28
"2018","Virginia","Poquoson city",9
"2018","Virginia","Portsmouth city",46
"2018","Virginia","Tazewell town",1
"2018","Virginia","Windsor town",12
"2018","Washington","Bothell city",46
"2018","Washington","College Place city",20
"2018","Washington","Federal Way city",30
"2018","Washington","Issaquah city",39
"2018","Washington","Lacey city",21
"2018","Washington","Oak Harbor city",30
"2018","Washington","Port Angeles city",6
"2018","Washington","Renton city",35
"2018","Washington","Sedro-Woolley city",30
"2018","Washington","Snoqualmie city",36
"2018","Washington","Vader city",23
"2018","Washington","Whatcom County",27
"2018","Washington","Yakima city",5
"2018","West Virginia","Dunbar city",2
"2018","West Virginia","Morgantown city",2
"2018","West Virginia","Parkersburg city",1
"2018","Wisconsin","Amery city",1
"2018","Wisconsin","Beloit city",13
"2018","Wisconsin","Columbus city",15
"2018","Wisconsin","Eau Claire County",16
"2018","Wisconsin","Eau Claire city",31
"2018","Wisconsin","Jefferson city",2
"2018","Wisconsin","Lake Mills city",105
"2018","Wisconsin","Madison city",6
"2018","Wisconsin","Milton city",6
"2018","Wisconsin","Oregon village",31
"2018","Wisconsin","Oshkosh city",40
"2018","Wisconsin","Platteville city",23
"2018","Wisconsin","Richland Center city",1
"2018","Wisconsin","Sun Prairie city",19
"2018","Wyoming","Casper city",32
"2018","Wyoming","Laramie city",22
"2019","Alabama","Andalusia city",3
"2019","Alabama","Auburn city",22
"2019","Alabama","Bear Creek town",2
"2019","Alabama","Brewton city",4
"2019","Alabama","Brilliant town",7
"2019","Alabama","Fairhope city",67
"2019","Alabama","Fort Payne city",1
"2019","Alabama","Guin city",3
"2019","Alabama","Hackleburg town",15
"2019","Alabama","Hamilton city",41
"2019","Alabama","Homewood city",23
"2019","Alabama","Irondale city",2
"2019","Alabama","Jackson County",66
"2019","Alabama","Marion County",34
"2019","Alabama","Mobile city",61
"2019","Alabama","Montgomery city",2
"2019","Alabama","Phenix City city",12
"2019","Alabama","Scottsboro city",54
"2019","Alabama","Selma city",1
"2019","Alabama","Smiths Station city",2
"2019","Alabama","Winfield city",15
"2019","Arizona","Apache Junction city",19
"2019","Arizona","Chandler city",9
"2019","Arizona","Chino Valley town",8
"2019","Arizona","Cottonwood city",34
"2019","Arizona","Lake Havasu City city",11
"2019","Arizona","Nogales city",20
"2019","Arizona","Page city",11
"2019","Arizona","Sahuarita town",18
"2019","Arizona","Show Low city",18
"2019","Arizona","Tucson city",14
"2019","Arkansas","Bella Vista city",10
"2019","Arkansas","Conway city",11
"2019","Arkansas","Greenwood city",6
"2019","Arkansas","Springdale city",17
"2019","Arkansas","Van Buren city",8
"2019","Arkansas","Washington County",34
"2019","Arkansas","West Memphis city",2
"2019","California","Albany city",46
"2019","California","Anaheim city",1
"2019","California","Angels city",31
"2019","California","Antioch city",3
"2019","California","Atherton town",21
"2019","California","Atwater city",11
"2019","California","Beaumont city",13
"2019","California","Bellflower city",17
"2019","California","Burbank city",16
"2019","California","Calaveras County",10
"2019","California","California City city",14
"2019","California","Calistoga city",3
"2019","California","Canyon Lake city",13
"2019","California","Ceres city",15
"2019","California","Chico city",17
"2019","California","Cloverdale city",13
"2019","California","Downey city",17
"2019","California","Fairfax town",3
"2019","California","Glendale city",371
"2019","California","Inglewood city",5
"2019","California","Lake Forest city",1
"2019","California","Moreno Valley city",2
"2019","California","Oceanside city",7
"2019","California","Ojai city",27
"2019","California","Pacifica city",141
"2019","California","Pasadena city",4
"2019","California","Ripon city",11
"2019","California","Riverbank city",18
"2019","California","Roseville city",19
"2019","California","San Anselmo town",10
"2019","California","San Bruno city",193
"2019","California","San Dimas city",1
"2019","California","San Mateo city",4
"2019","California","Santa Monica city",17
"2019","California","Santa Rosa city",15
"2019","California","Seaside city",1
"2019","California","Selma city",40
"2019","California","Simi Valley city",6
"2019","California","Stockton city",2
"2019","California","Tehachapi city",25
"2019","California","Temecula city",14
"2019","California","Temple City city",19
"2019","California","Thousand Oaks city",1
"2019","California","Watsonville city",12
"2019","California","West Covina city",23
"2019","California","Yuba City city",335
"2019","Colorado","Alamosa city",20
"2019","Colorado","Basalt town",1
"2019","Colorado","Boulder city",1
"2019","Colorado","Evans city",2
"2019","Colorado","Longmont city",1
"2019","Colorado","Monte Vista city",16
"2019","Colorado","Montezuma County",5
"2019","Colorado","Northglenn city",19
"2019","Colorado","Thornton city",21
"2019","Colorado","Trinidad city",21
"2019","Colorado","Wiggins town",12
"2019","Connecticut","Danbury city",28
"2019","Connecticut","Fairfield County",17
"2019","Connecticut","New Milford town",1
"2019","Connecticut","Norwalk city",16
"2019","Florida","Orlando city",16
"2019","Florida","Temple Terrace city",16
"2019","Florida","Titusville city",36
"2019","Georgia","Forsyth County",13
"2019","Georgia","Milledgeville city",12
"2019","Georgia","Pickens County",47
"2019","Idaho","Kootenai County",64
"2019","Idaho","Kootenai city",3
"2019","Idaho","Meridian city",66
"2019","Idaho","Post Falls city",27
"2019","Illinois","Alpha village",8
"2019","Illinois","Aurora city",5
"2019","Illinois","Bartlett village",46
"2019","Illinois","Batavia city",26
"2019","Illinois","Carlinville city",4
"2019","Illinois","Chatham village",19
"2019","Illinois","Chicago city",9
"2019","Illinois","Darien city",17
"2019","Illinois","Dolton village",12
"2019","Illinois","Elmhurst city",28
"2019","Illinois","Evanston city",97
"2019","Illinois","Freeport city",20
"2019","Illinois","Geneva city",37
"2019","Illinois","Glencoe village",5
"2019","Illinois","Hoffman village",32
"2019","Illinois","Joliet city",43
"2019","Illinois","Kane County",6
"2019","Illinois","Lockport city",2
"2019","Illinois","Manteno village",24
"2019","Illinois","Marion city",18
"2019","Illinois","McHenry city",20
"2019","Illinois","Midlothian village",37
"2019","Illinois","Morton village",28
"2019","Illinois","Mundelein village",11
"2019","Illinois","Northfield village",1
"2019","Illinois","Springfield city",32
"2019","Indiana","Camden town",9
"2019","Indiana","Delaware County",16
"2019","Indiana","East Chicago city",38
"2019","Iowa","Independence city",22
"2019","Iowa","Tipton city",12
"2019","Iowa","Waterloo city",103
"2019","Iowa","Waverly city",31
"2019","Kansas","Edwardsville city",9
"2019","Kansas","Hutchinson city",23
"2019","Kentucky","Dayton city",9
"2019","Kentucky","Georgetown city",22
"2019","Kentucky","Ohio County",11
"2019","Maine","Auburn city",64
"2019","Maine","Ellsworth city",21
"2019","Maine","Newburgh town",1
"2019","Maryland","Rising Sun town",18
"2019","Massachusetts","Amherst town",106
"2019","Massachusetts","Boston city",6
"2019","Massachusetts","Brockton city",8
"2019","Massachusetts","Carver town",14
"2019","Massachusetts","Conway town",41
"2019","Massachusetts","Deerfield town",76
"2019","Massachusetts","Dover town",80
"2019","Massachusetts","Greenfield Town city",35
"2019","Massachusetts","Medford city",14
"2019","Massachusetts","Milford town",43
"2019","Massachusetts","North Reading town",34
"2019","Massachusetts","Whately town",34
"2019","Massachusetts","Winthrop Town city",35
"2019","Michigan","Armada village",23
"2019","Michigan","Bay County",25
"2019","Michigan","Casco township",12
"2019","Michigan","Dearborn city",14
"2019","Michigan","Dundee village",1
"2019","Michigan","Eastpointe city",13
"2019","Michigan","Garden City city",23
"2019","Michigan","Goodrich village",7
"2019","Michigan","Grand Haven city",16
"2019","Michigan","Hazel Park city",6
"2019","Michigan","Holly village",3
"2019","Michigan","Inkster city",1
"2019","Michigan","Jackson city",18
"2019","Michigan","Lansing city",45
"2019","Michigan","Lathrup Village city",7
"2019","Michigan","Lenox township",10
"2019","Michigan","Livonia city",31
"2019","Michigan","Lowell city",59
"2019","Michigan","Madison Heights city",12
"2019","Michigan","Manistee County",1
"2019","Michigan","Manistee city",89
"2019","Michigan","Memphis city",29
"2019","Michigan","Norway city",20
"2019","Michigan","Richmond city",6
"2019","Michigan","Romulus city",25
"2019","Michigan","Saginaw city",25
"2019","Michigan","Saline city",6
"2019","Michigan","St. Clair County",2
"2019","Michigan","Walled Lake city",11
"2019","Michigan","Westland city",23
"2019","Michigan","Wixom city",20
"2019","Minnesota","Chaska city",59
"2019","Minnesota","Cold Spring city",9
"2019","Minnesota","Corcoran city",24
"2019","Minnesota","Elko New Market city",19
"2019","Minnesota","Eveleth city",22
"2019","Minnesota","Fairfax city",25
"2019","Minnesota","Fergus Falls city",44
"2019","Minnesota","Forest Lake city",8
"2019","Minnesota","Fridley city",6
"2019","Minnesota","Howard Lake city",5
"2019","Minnesota","Kenyon city",21
"2019","Minnesota","Little Falls city",19
"2019","Minnesota","Mayer city",4
"2019","Minnesota","Minneapolis city",251
"2019","Minnesota","Minnetrista city",16
"2019","Minnesota","Montrose city",18
"2019","Minnesota","Moorhead city",61
"2019","Minnesota","New Prague city",23
"2019","Minnesota","New Ulm city",4
"2019","Minnesota","Pierz city",14
"2019","Minnesota","Richmond city",7
"2019","Minnesota","Rockville city",5
"2019","Minnesota","Sartell city",14
"2019","Minnesota","St. Louis County",2
"2019","Minnesota","St. Louis Park city",19
"2019","Minnesota","Stewartville city",20
"2019","Minnesota","Tower city",8
"2019","Mississippi","Biloxi city",53
"2019","Mississippi","Carroll County",31
"2019","Mississippi","Starkville city",208
"2019","Missouri","Ava city",12
"2019","Missouri","Blue Springs city",19
"2019","Missouri","Boonville city",18
"2019","Missouri","Brentwood city",46
"2019","Missouri","Bridgeton city",24
"2019","Missouri","Cape Girardeau city",17
"2019","Missouri","De Soto city",29
"2019","Missouri","Edina city",2
"2019","Missouri","Eureka city",4
"2019","Missouri","Florissant city",9
"2019","Missouri","Fulton city",20
"2019","Missouri","Independence city",9
"2019","Missouri","Jefferson City city",11
"2019","Missouri","Mexico city",3
"2019","Missouri","Park Hills city",17
"2019","Missouri","Raytown city",8
"2019","Missouri","Republic city",2
"2019","Missouri","Rolla city",39
"2019","Missouri","St. Ann city",8
"2019","Missouri","St. Charles County",38
"2019","Missouri","St. Francois County",1
"2019","Missouri","St. Louis County",1
"2019","Missouri","St. Louis city",117
"2019","Missouri","Ste. Genevieve city",2
"2019","Missouri","Warrensburg city",20
"2019","Montana","Laurel city",14
"2019","Montana","Whitefish city",20
"2019","Nebraska","Beatrice city",4
"2019","Nebraska","Bellevue city",16
"2019","Nebraska","Bridgeport city",7
"2019","Nebraska","Crofton city",3
"2019","Nebraska","Douglas County",43
"2019","Nebraska","Norfolk city",24
"2019","Nebraska","North Platte city",1
"2019","Nebraska","Omaha city",45
"2019","Nevada","Reno city",9
"2019","New Hampshire","Brookfield town",34
"2019","New Hampshire","Carroll County",39
"2019","New Hampshire","Claremont city",3
"2019","New Hampshire","Litchfield town",5
"2019","New Hampshire","Ossipee town",43
"2019","New Hampshire","Tamworth town",35
"2019","New Hampshire","Wakefield town",12
"2019","New Jersey","Asbury Park city",50
"2019","New Jersey","Belmar borough",1
"2019","New Jersey","Bloomingdale borough",16
"2019","New Jersey","Fanwood borough",6
"2019","New Jersey","Franklin borough",60
"2019","New Jersey","Gloucester City city",13
"2019","New Jersey","Hackensack city",26
"2019","New Jersey","Hamilton township",20
"2019","New Jersey","Hanover township",13
"2019","New Jersey","Hawthorne borough",15
"2019","New Jersey","Highlands borough",11
"2019","New Jersey","Howell township",66
"2019","New Jersey","Jersey City city",6
"2019","New Jersey","Linden city",11
"2019","New Jersey","Lindenwold borough",14
"2019","New Jersey","Middletown township",29
"2019","New Jersey","Montclair township",40
"2019","New Jersey","New Brunswick city",10
"2019","New Jersey","Paterson city",9
"2019","New Jersey","Rockaway borough",4
"2019","New Jersey","Summit city",8
"2019","New Jersey","Vernon township",2
"2019","New Jersey","West Milford township",11
"2019","New Jersey","West Orange township",13
"2019","New Mexico","Albuquerque city",23
"2019","New Mexico","Las Vegas city",1
"2019","New Mexico","Taos County",11
"2019","New York","Dunkirk city",26
"2019","New York","Eden town",4
"2019","New York","Geneva city",1
"2019","New York","Hempstead village",11
"2019","New York","Kingston city",46
"2019","New York","Long Beach city",6
"2019","New York","Mount Vernon city",8
"2019","New York","New Paltz village",5
"2019","New York","Plattsburgh city",31
"2019","New York","Rochester city",19
"2019","New York","Rye city",10
"2019","New York","Schenectady city",12
"2019","New York","Tuckahoe village",22
"2019","New York","Webster town",55
"2019","North Carolina","Alexander County",12
"2019","North Carolina","Beaufort County",21
"2019","North Carolina","Buncombe County",62
"2019","North Carolina","Charlotte city",6
"2019","North Carolina","Dare County",7
"2019","North Carolina","Duck town",1
"2019","North Carolina","Durham city",13
"2019","North Carolina","Edenton town",17
"2019","North Carolina","Edgecombe County",27
"2019","North Carolina","Fayetteville city",21
"2019","North Carolina","Garner town",13
"2019","North Carolina","Graham city",12
"2019","North Carolina","Haywood County",11
"2019","North Carolina","Holly Springs town",18
"2019","North Carolina","Jacksonville city",66
"2019","North Carolina","Kill Devil Hills town",10
"2019","North Carolina","Kitty Hawk town",12
"2019","North Carolina","Lake Lure town",20
"2019","North Carolina","Lenoir city",20
"2019","North Carolina","Lewisville town",1
"2019","North Carolina","Macon County",4
"2019","North Carolina","Madison County",12
"2019","North Carolina","Morganton city",2
"2019","North Carolina","Nashville town",13
"2019","North Carolina","New Bern city",37
"2019","North Carolina","Onslow County",14
"2019","North Carolina","Pitt County",51
"2019","North Carolina","Smithfield town",1
"2019","North Carolina","Spring Lake town",8
"2019","North Carolina","Sunset Beach town",32
"2019","North Carolina","Surf City town",10
"2019","North Carolina","Waxhaw town",47
"2019","Ohio","Akron city",98
"2019","Ohio","Athens city",9
"2019","Ohio","Beavercreek city",34
"2019","Ohio","Brooklyn city",16
"2019","Ohio","Bryan city",12
"2019","Ohio","Canal Fulton city",11
"2019","Ohio","Canfield city",1
"2019","Ohio","Chilo village",22
"2019","Ohio","Columbus city",34
"2019","Ohio","Dublin city",10
"2019","Ohio","Forest Park city",75
"2019","Ohio","Green city",5
"2019","Ohio","Hicksville village",26
"2019","Ohio","Kent city",16
"2019","Ohio","Lakewood city",3
"2019","Ohio","Lordstown village",2
"2019","Ohio","Macedonia city",9
"2019","Ohio","Mentor city",14
"2019","Ohio","Mingo Junction village",8
"2019","Ohio","Napoleon city",22
"2019","Ohio","New Concord village",1
"2019","Ohio","New Paris village",1
"2019","Ohio","North Canton city",28
"2019","Ohio","Orange village",6
"2019","Ohio","Port Clinton city",23
"2019","Ohio","Portage village",60
"2019","Ohio","Seven Hills city",1
"2019","Ohio","St. Marys city",8
"2019","Ohio","Sunbury village",13
"2019","Ohio","Twinsburg city",16
"2019","Ohio","University Heights city",14
"2019","Ohio","Vandalia city",19
"2019","Ohio","West Milton village",1
"2019","Ohio","Whitehall city",16
"2019","Ohio","Wickliffe city",12
"2019","Ohio","Wintersville village",19
"2019","Ohio","Yellow Springs village",1
"2019","Oklahoma","Bartlesville city",10
"2019","Oklahoma","Bethany city",24
"2019","Oklahoma","El Reno city",12
"2019","Oklahoma","Enid city",5
"2019","Oklahoma","Freedom town",30
"2019","Oklahoma","Grant County",22
"2019","Oklahoma","Guthrie city",11
"2019","Oklahoma","Henryetta city",7
"2019","Oklahoma","Logan County",29
"2019","Oklahoma","McAlester city",34
"2019","Oklahoma","Moore city",6
"2019","Oklahoma","Norman city",36
"2019","Oklahoma","Oklahoma City city",51
"2019","Oklahoma","Stillwater city",28
"2019","Oklahoma","Woods County",16
"2019","Oregon","Albany city",25
"2019","Oregon","Depoe Bay city",2
"2019","Oregon","Dunes City city",10
"2019","Oregon","Eugene city",88
"2019","Oregon","Gladstone city",9
"2019","Oregon","Hillsboro city",7
"2019","Oregon","Lake County",12
"2019","Oregon","Lakeview town",48
"2019","Oregon","Lincoln City city",53
"2019","Oregon","Marion County",19
"2019","Oregon","McMinnville city",12
"2019","Oregon","Molalla city",3
"2019","Oregon","Oakridge city",4
"2019","Oregon","Phoenix city",10
"2019","Oregon","Portland city",5
"2019","Oregon","Salem city",52
"2019","Oregon","Stayton city",14
"2019","Oregon","Umatilla County",2
"2019","Oregon","Umatilla city",22
"2019","Oregon","Yamhill County",5
"2019","Oregon","Yamhill city",2
"2019","Pennsylvania","Belle Vernon borough",16
"2019","Pennsylvania","Bristol borough",11
"2019","Pennsylvania","Elizabeth township",1
"2019","Pennsylvania","Erie County",20
"2019","Pennsylvania","Jenkintown borough",1
"2019","Pennsylvania","Lancaster city",25
"2019","Pennsylvania","Lower Pottsgrove township",17
"2019","Pennsylvania","Luzerne County",2
"2019","Pennsylvania","Norristown borough",9
"2019","Pennsylvania","North Abington township",2
"2019","Pennsylvania","Pottstown borough",10
"2019","Pennsylvania","Susquehanna County",11
"2019","Pennsylvania","Verona borough",15
"2019","Rhode Island","North Smithfield town",13
"2019","South Carolina","Aiken city",28
"2019","South Carolina","Anderson city",19
"2019","South Carolina","Calhoun County",6
"2019","South Carolina","Chester County",20
"2019","South Carolina","Dillon County",10
"2019","South Carolina","Kershaw town",14
"2019","South Carolina","Mount Pleasant town",3
"2019","South Carolina","Orangeburg city",3
"2019","South Carolina","York County",15
"2019","South Dakota","Alcester city",7
"2019","South Dakota","Beresford city",15
"2019","South Dakota","Brandon city",36
"2019","South Dakota","Dell Rapids city",11
"2019","South Dakota","Hartford city",17
"2019","South Dakota","Hot Springs city",20
"2019","South Dakota","Mitchell city",17
"2019","South Dakota","Pennington County",29
"2019","South Dakota","Sioux Falls city",581
"2019","Tennessee","Algood city",12
"2019","Tennessee","Blount County",16
"2019","Tennessee","Bristol city",8
"2019","Tennessee","Cookeville city",22
"2019","Tennessee","Johnson City city",16
"2019","Tennessee","Livingston town",48
"2019","Tennessee","Nashville-Davidson metropolitan government (balance)",230
"2019","Tennessee","South Fulton city",45
"2019","Tennessee","Westmoreland town",8
"2019","Texas","Ballinger city",21
"2019","Texas","Brownsville city",28
"2019","Texas","Carrollton city",2
"2019","Texas","Castle Hills city",26
"2019","Texas","Dallas city",8
"2019","Texas","Denison city",22
"2019","Texas","Dickinson city",2
"2019","Texas","Farmers Branch city",16
"2019","Texas","Granbury city",1
"2019","Texas","Groves city",19
"2019","Texas","Highland Village city",36
"2019","Texas","Laredo city",22
"2019","Texas","Lufkin city",1
"2019","Texas","Miami city",116
"2019","Texas","Mission city",17
"2019","Texas","Missouri City city",6
"2019","Texas","Muleshoe city",18
"2019","Texas","Pharr city",54
"2019","Texas","Potter County",12
"2019","Texas","Princeton city",22
"2019","Texas","Rose City city",8
"2019","Texas","Schertz city",50
"2019","Texas","Shenandoah city",13
"2019","Texas","Somervell County",5
"2019","Texas","Stephenville city",11
"2019","Texas","Texas City city",5
"2019","Utah","Centerville city",30
"2019","Utah","Daniel town",15
"2019","Utah","Elk Ridge city",6
"2019","Utah","Herriman city",40
"2019","Utah","Highland city",5
"2019","Utah","Morgan County",13
"2019","Utah","Orem city",5
"2019","Utah","Payson city",10
"2019","Utah","Perry city",26
"2019","Utah","Pleasant Grove city",19
"2019","Utah","Riverdale city",22
"2019","Utah","Roy city",21
"2019","Utah","Utah County",1
"2019","Utah","West Jordan city",15
"2019","Utah","West Valley City city",43
"2019","Vermont","Burlington city",48
"2019","Vermont","Essex Junction village",10
"2019","Vermont","Essex town",1
"2019","Vermont","Williston town",1
"2019","Vermont","Winooski city",11
"2019","Virginia","Abingdon town",22
"2019","Virginia","Bristol city",3
"2019","Virginia","Danville city",3
"2019","Virginia","Hampton city",14
"2019","Virginia","Montgomery County",33
"2019","Virginia","Orange County",17
"2019","Virginia","Petersburg city",1
"2019","Virginia","Pittsylvania County",37
"2019","Virginia","Poquoson city",3
"2019","Virginia","Portsmouth city",41
"2019","Virginia","Tazewell town",7
"2019","Virginia","Windsor town",14
"2019","Washington","Bothell city",37
"2019","Washington","College Place city",26
"2019","Washington","Federal Way city",24
"2019","Washington","Issaquah city",54
"2019","Washington","Lacey city",19
"2019","Washington","Oak Harbor city",32
"2019","Washington","Okanogan County",1
"2019","Washington","Renton city",34
"2019","Washington","Sedro-Woolley city",19
"2019","Washington","Snoqualmie city",21
"2019","Washington","Vader city",20
"2019","Washington","Whatcom County",15
"2019","Washington","Yakima city",1
"2019","West Virginia","Dunbar city",27
"2019","Wisconsin","Beloit city",10
"2019","Wisconsin","Columbus city",3
"2019","Wisconsin","Eau Claire County",14
"2019","Wisconsin","Eau Claire city",34
"2019","Wisconsin","Jefferson city",13
"2019","Wisconsin","Lake Mills city",85
"2019","Wisconsin","Madison city",3
"2019","Wisconsin","Milton city",7
"2019","Wisconsin","Nekoosa city",20
"2019","Wisconsin","Oregon village",26
"2019","Wisconsin","Oshkosh city",24
"2019","Wisconsin","Platteville city",18
"2019","Wisconsin","Sun Prairie city",24
"2019","Wisconsin","Wood County",4
"2019","Wyoming","Casper city",24
"2019","Wyoming","Laramie city",24
"2020","Alabama","Andalusia city",10
"2020","Alabama","Auburn city",47
"2020","Alabama","Bear Creek town",4
"2020","Alabama","Brewton city",7
"2020","Alabama","Brilliant town",3
"2020","Alabama","Cullman city",1
"2020","Alabama","Fairhope city",55
"2020","Alabama","Fort Payne city",1
"2020","Alabama","Guin city",14
"2020","Alabama","Hackleburg town",7
"2020","Alabama","Hamilton city",41
"2020","Alabama","Homewood city",45
"2020","Alabama","Irondale city",11
"2020","Alabama","Jackson County",19
"2020","Alabama","Marion County",12
"2020","Alabama","Mobile city",121
"2020","Alabama","Montgomery city",4
"2020","Alabama","Phenix City city",1
"2020","Alabama","Red Bay city",2
"2020","Alabama","Scottsboro city",24
"2020","Alabama","Smiths Station city",8
"2020","Alabama","Winfield city",15
"2020","Arizona","Apache Junction city",42
"2020","Arizona","Chandler city",32
"2020","Arizona","Chino Valley town",12
"2020","Arizona","Cottonwood city",42
"2020","Arizona","Holbrook city",3
"2020","Arizona","Lake Havasu City city",3
"2020","Arizona","Nogales city",13
"2020","Arizona","Page city",38
"2020","Arizona","Sahuarita town",12
"2020","Arizona","Show Low city",26
"2020","Arizona","Tucson city",16
"2020","Arkansas","Bella Vista city",11
"2020","Arkansas","Conway city",3
"2020","Arkansas","Springdale city",29
"2020","Arkansas","Van Buren city",6
