"stcounty_fips","overall_cvi","baseline_all","baseline_health","baseline_socioEcon","baseline_infrastructure","baseline_environ","climate_all","climate_health","climate_socioEcon","climate_extreme"
"27103",0.415296699360329,0.310407914551845,0.195439336984788,0.381114427621417,0.348498844686752,0.316579048914422,0.555148412438308,0.354813356536467,0.737111381253821,0.573520499524634
"37151",0.589290490422353,0.541568030421241,0.683854134990099,0.566625174333767,0.507478802320491,0.408314010040607,0.652920437090502,0.825013489366225,0.680195228417588,0.453552593487694
"20195",0.455170373718138,0.403728803717632,0.51409678299418,0.374679933915858,0.319968173234811,0.406170324725678,0.523759133718813,0.443361808264198,0.580399381793075,0.547516211099166
"40039",0.524474501299472,0.512078726871525,0.601806049465992,0.52371973066705,0.584785992373776,0.338003134979282,0.541002200536735,0.540361293136192,0.51666360334783,0.565981705126182
"20187",0.528551183614532,0.453265945442691,0.450867803244722,0.513413608985116,0.469820511996594,0.378961857544334,0.628931501176986,0.444473710093868,0.713654422874165,0.728666370562924
"01037",0.635017939542822,0.58564230378442,0.709487290728315,0.583083133491594,0.694472582176527,0.355526208741243,0.700852120554025,0.941891297503402,0.642765978474993,0.517899085683679
"49007",0.465838155145054,0.463363419269176,0.470617509940643,0.560861064266023,0.454005758974761,0.367969343895278,0.469137802979557,0.227909704001417,0.53308353682451,0.646420168112744
"08061",0.509171457418811,0.495351792532216,0.544096525987514,0.498945281453423,0.546542313842744,0.391823048845182,0.527597677267605,0.36036064276197,0.495657961476403,0.726774427564443
"47185",0.635643308674689,0.580354486085191,0.782985556060697,0.570421290613475,0.681244312376303,0.286766785290288,0.70936173879402,0.8782370743127,0.72954251493387,0.52030562713549
"39155",0.574237336689567,0.586150341600641,0.702585136702583,0.551203833237736,0.55727405165757,0.533538344804676,0.558353330141468,0.5313136046444,0.563028178095181,0.580718207684822
"45055",0.562868171751234,0.513166337976021,0.680704440488727,0.423489405539689,0.589536309289698,0.358935196585969,0.629137283451519,0.819795565932343,0.609222392529725,0.458393891892488
"47017",0.600515112906616,0.574873452673014,0.728069175678979,0.595329928936315,0.698277450991373,0.277817255085389,0.634703993218085,0.820951122786305,0.588366190903438,0.494794665964512
"21127",0.608486204910872,0.545193795612005,0.728765547966539,0.481377495070096,0.693445922217453,0.277186217193933,0.692876083976027,0.911252965489204,0.570470815775892,0.596904470662984
"17135",0.543062103657577,0.513811047618035,0.587636699453731,0.47456979639686,0.626722137408716,0.366315557212831,0.582063511710301,0.598367406243629,0.699642082448945,0.448181046438328
"28039",0.627836798595443,0.56728780237969,0.738515117164069,0.544180811093441,0.721266937012317,0.265188344248934,0.708568793549781,0.838716774202047,0.7368393046736,0.550150301773696
"47127",0.579344298898247,0.486281290421293,0.573657400189516,0.4628611289105,0.636253285516456,0.272353347068701,0.703428310200853,0.853749316881938,0.695295811230403,0.561239802490217
"06115",0.580649270802596,0.628210044647672,0.563916415560267,0.79697437273756,0.613913099563236,0.538036290729623,0.517234905675828,0.487831554162902,0.594738358693462,0.469134804171119
"01123",0.627593831029441,0.590298013424828,0.773916482663763,0.528245873087027,0.721551460867896,0.337478237080625,0.677321587835591,0.918749795138519,0.590191504883004,0.523023463485251
